Date;Location;Rainfall;WindGustDir;WindGustSpeed;WindSpeed3pm;Humidity3pm;Pressure3pm;Cloud3pm;Temp3pm
28.02.2009;Sydney;0;NA;NA;20;61;1006.9;4;24.1
01.03.2009;Sydney;0;NA;NA;19;60;1010.8;6;24.8
02.03.2009;Sydney;0;NA;NA;17;60;1015.2;5;25.1
03.03.2009;Sydney;0;NA;NA;20;55;1015.2;7;25.6
04.03.2009;Sydney;0;NA;NA;13;49;1008.5;7;22.9
05.03.2009;Sydney;0;NA;NA;20;37;1008.6;1;24.2
06.03.2009;Sydney;0;NA;NA;19;48;1011.4;1;22.5
07.03.2009;Sydney;0;NA;NA;19;58;1011.8;1;25.8
08.03.2009;Sydney;0;NA;NA;19;77;1018.7;7;22
09.03.2009;Sydney;36.8;NA;NA;13;69;1020.4;7;23.6
10.03.2009;Sydney;0.6;NA;NA;20;53;1021.3;5;24.3
11.03.2009;Sydney;0;NA;NA;24;70;1022.7;7;22.3
12.03.2009;Sydney;1.2;NA;NA;22;57;1020.4;2;24.7
13.03.2009;Sydney;0;NA;NA;2;76;1016.2;7;23.9
14.03.2009;Sydney;0;NA;NA;20;64;1010.1;6;26.8
15.03.2009;Sydney;17;NA;NA;15;61;1007.8;3;25
16.03.2009;Sydney;0.4;NA;NA;22;29;1008.2;0;26.7
17.03.2009;Sydney;0;NA;NA;19;48;1012.5;1;23.9
18.03.2009;Sydney;0;NA;NA;17;52;1016.1;1;24.3
19.03.2009;Sydney;0;NA;NA;13;67;1013.7;7;24.9
20.03.2009;Sydney;0;NA;NA;17;69;1016.6;1;25.3
21.03.2009;Sydney;0;NA;NA;17;58;1017.2;2;24.9
22.03.2009;Sydney;0;NA;NA;19;58;1015.1;5;25
23.03.2009;Sydney;0.2;NA;NA;17;61;1015.1;4;25.6
24.03.2009;Sydney;0;NA;NA;19;59;1016.3;3;25.9
25.03.2009;Sydney;0;NA;NA;17;60;1017.5;4;25.2
26.03.2009;Sydney;1.4;NA;NA;17;56;1016.7;6;25.7
27.03.2009;Sydney;0.4;NA;NA;26;59;1023.7;6;22.5
28.03.2009;Sydney;0;NA;NA;17;49;1023.2;1;23
29.03.2009;Sydney;0;NA;NA;19;66;1021.7;5;23
30.03.2009;Sydney;0;NA;NA;22;65;1022.3;6;24.7
31.03.2009;Sydney;2.6;NA;NA;26;89;1020.4;8;19.9
01.04.2009;Sydney;46;NA;NA;30;73;1021;7;23.9
02.04.2009;Sydney;11.4;NA;NA;17;79;1021.8;7;23.8
03.04.2009;Sydney;5;NA;NA;24;73;1016.9;5;24.4
04.04.2009;Sydney;3;NA;NA;28;58;1019.2;8;20.1
05.04.2009;Sydney;0;NA;NA;20;67;1014.4;5;21.5
06.04.2009;Sydney;0.2;NA;NA;26;59;1019.6;3;19.4
07.04.2009;Sydney;0.2;NA;NA;24;55;1024.4;3;20.1
08.04.2009;Sydney;0;NA;NA;22;59;1024.9;4;21.3
09.04.2009;Sydney;0;NA;NA;19;58;1022.3;3;21.8
10.04.2009;Sydney;0;NA;NA;9;65;1021;4;22.4
11.04.2009;Sydney;0;NA;NA;9;69;1023;7;23
12.04.2009;Sydney;0.2;NA;NA;13;72;1020.5;7;23.4
13.04.2009;Sydney;0;NA;NA;7;84;1019.3;8;20.9
14.04.2009;Sydney;48;NA;NA;20;70;1011.2;5;23.1
15.04.2009;Sydney;0.2;NA;NA;20;25;1006.9;1;29
16.04.2009;Sydney;0;NA;NA;15;38;1011.7;1;22.6
17.04.2009;Sydney;0;NA;NA;19;51;1015.9;1;22.5
18.04.2009;Sydney;0;NA;NA;28;56;1018.1;5;20.9
19.04.2009;Sydney;13.4;NA;NA;17;62;1017.9;6;21.7
20.04.2009;Sydney;9;NA;NA;24;59;1018.9;7;19.7
21.04.2009;Sydney;0.6;NA;NA;15;64;1021.3;7;20.1
22.04.2009;Sydney;6.8;NA;NA;17;65;1022.5;7;20.1
23.04.2009;Sydney;2;NA;NA;7;60;1018.2;5;20
24.04.2009;Sydney;0;NA;NA;11;63;1006.6;7;22.6
25.04.2009;Sydney;0.4;NA;NA;22;40;1002.4;3;22.2
26.04.2009;Sydney;0;NA;NA;28;29;1003.1;2;19.5
27.04.2009;Sydney;0;NA;NA;24;26;1012.7;2;17.9
28.04.2009;Sydney;0;NA;NA;26;30;1014.9;2;20.5
29.04.2009;Sydney;0;NA;NA;22;63;1019.5;7;16.6
30.04.2009;Sydney;6.2;NA;NA;4;88;1020.4;7;14.1
01.05.2009;Sydney;5.6;NA;NA;11;53;1020.9;5;20.7
02.05.2009;Sydney;0;NA;NA;22;56;1022.7;2;20.8
03.05.2009;Sydney;13;NA;NA;6;61;1025.5;2;20.4
04.05.2009;Sydney;0;NA;NA;15;53;1025.5;1;21.6
05.05.2009;Sydney;1.2;NA;NA;19;61;1028.3;5;20.5
06.05.2009;Sydney;0.8;NA;NA;17;61;1023.7;1;20.7
07.05.2009;Sydney;0;NA;NA;17;44;1021.7;1;21.6
08.05.2009;Sydney;0;NA;NA;24;61;1025;2;19.6
09.05.2009;Sydney;0;NA;NA;9;46;1020.4;1;21
10.05.2009;Sydney;0.8;NA;NA;17;46;1023.6;5;19.6
11.05.2009;Sydney;1.4;NA;NA;2;55;1022.4;5;17.4
12.05.2009;Sydney;0;NA;NA;11;51;1018.1;6;18.5
13.05.2009;Sydney;0;NA;NA;11;39;1012.8;1;20.9
14.05.2009;Sydney;0;NA;NA;35;31;1010.6;1;20.5
15.05.2009;Sydney;0;NA;NA;30;34;1009.7;2;21.4
16.05.2009;Sydney;0;NA;NA;30;38;1008.1;7;21.7
17.05.2009;Sydney;0;NA;NA;15;40;1017.7;1;19.6
18.05.2009;Sydney;0;NA;NA;17;52;1023.3;5;19.7
19.05.2009;Sydney;2.6;NA;NA;20;53;1021.4;6;20
20.05.2009;Sydney;20.2;NA;NA;31;62;1020.1;7;20.4
21.05.2009;Sydney;27.2;NA;NA;NA;62;1022;7;18.7
22.05.2009;Sydney;4.6;NA;NA;NA;85;1020.8;8;17.5
23.05.2009;Sydney;17.6;NA;NA;NA;80;1023.3;8;18.1
24.05.2009;Sydney;1.6;NA;NA;NA;48;1025.4;5;20.7
25.05.2009;Sydney;0;NA;NA;NA;61;1023.2;7;19.4
26.05.2009;Sydney;0;NA;NA;11;57;1018.9;1;21.6
27.05.2009;Sydney;0;NA;NA;6;86;1018.4;8;16.3
28.05.2009;Sydney;3.6;NA;NA;22;72;1020.2;5;17.1
29.05.2009;Sydney;0;NA;NA;26;65;1022.3;7;16.6
30.05.2009;Sydney;15;NA;NA;13;78;1027.1;6;15.9
31.05.2009;Sydney;10.6;NA;NA;24;67;1031.9;7;16.8
01.06.2009;Sydney;0.6;NA;NA;2;67;1030.4;8;16.1
02.06.2009;Sydney;0;NA;NA;15;68;1027.1;7;18.5
03.06.2009;Sydney;8;NA;NA;19;87;1022.3;7;17.6
04.06.2009;Sydney;10.4;NA;NA;2;86;1016.8;7;16.8
05.06.2009;Sydney;0.6;NA;NA;15;55;1012.4;6;18.4
06.06.2009;Sydney;0;NA;NA;7;45;1010.1;1;18.7
07.06.2009;Sydney;0.2;NA;NA;19;42;1004.8;3;18.7
08.06.2009;Sydney;0;NA;NA;22;34;1007.3;2;18.6
09.06.2009;Sydney;0;NA;NA;22;44;1008.3;7;15
10.06.2009;Sydney;0;NA;NA;31;32;1012.5;1;13.6
11.06.2009;Sydney;0;NA;NA;22;28;1018.2;1;15.4
12.06.2009;Sydney;0;NA;NA;4;41;1020.2;7;17.1
13.06.2009;Sydney;0;NA;NA;7;40;1014;7;16.8
14.06.2009;Sydney;0;NA;NA;2;61;1011.9;7;14.4
15.06.2009;Sydney;1.2;NA;NA;7;40;1010.6;3;18.4
16.06.2009;Sydney;0.6;NA;NA;19;88;1020.1;7;13.6
17.06.2009;Sydney;29.8;NA;NA;6;87;1026.5;6;14.2
18.06.2009;Sydney;7.8;NA;NA;9;85;1028.1;7;14.2
19.06.2009;Sydney;23.6;NA;NA;19;46;1028;5;17.8
20.06.2009;Sydney;0.2;NA;NA;11;87;1024.6;8;15.5
21.06.2009;Sydney;31.8;NA;NA;11;82;1020.7;7;17.8
22.06.2009;Sydney;12.2;NA;NA;4;59;1017.7;2;20.6
23.06.2009;Sydney;0;NA;NA;11;58;1016.7;1;18.8
24.06.2009;Sydney;0;NA;NA;7;49;1010.7;1;18.6
25.06.2009;Sydney;0;NA;NA;13;50;1012.2;7;15.8
26.06.2009;Sydney;0;NA;NA;11;51;1009.2;7;16.6
27.06.2009;Sydney;0;NA;NA;9;79;1005.4;7;15.1
28.06.2009;Sydney;0;NA;NA;7;54;1004.5;6;17.5
29.06.2009;Sydney;2.8;NA;NA;7;47;1010.3;1;20.4
30.06.2009;Sydney;0;NA;NA;24;54;1008.2;3;19.1
01.07.2009;Sydney;0;NA;NA;28;27;1004.1;1;20.5
02.07.2009;Sydney;0;NA;NA;33;32;1006.4;1;17.8
03.07.2009;Sydney;0;NA;NA;37;41;1004;4;14.5
04.07.2009;Sydney;0;NA;NA;30;34;1011.1;1;16.7
05.07.2009;Sydney;0;NA;NA;11;32;1016.4;1;17.2
06.07.2009;Sydney;0;NA;NA;7;48;1017.8;6;14.8
07.07.2009;Sydney;0.6;NA;NA;19;60;1024.1;7;14.7
08.07.2009;Sydney;13.8;NA;NA;4;61;1028.2;6;15.4
09.07.2009;Sydney;6.2;NA;NA;30;63;1028.5;5;16.2
10.07.2009;Sydney;8.8;NA;NA;20;65;1024.7;6;16.8
11.07.2009;Sydney;0;NA;NA;13;58;1018.6;7;15.8
12.07.2009;Sydney;0;NA;NA;26;56;1009.4;6;16.7
13.07.2009;Sydney;0.2;NA;NA;7;53;1005.9;6;16.8
14.07.2009;Sydney;0;NA;NA;28;34;1004.4;1;16.8
15.07.2009;Sydney;0;NA;NA;7;42;1008.2;4;17
16.07.2009;Sydney;0;NA;NA;22;47;1010.3;7;14.5
17.07.2009;Sydney;7;NA;NA;22;59;1019.2;6;15.1
18.07.2009;Sydney;0;NA;NA;6;42;1018.4;1;18.4
19.07.2009;Sydney;0;NA;NA;11;37;1019.2;1;19.5
20.07.2009;Sydney;0;NA;NA;13;34;1020.4;0;21.2
21.07.2009;Sydney;0;NA;NA;11;43;1015.7;1;21.3
22.07.2009;Sydney;0;NA;NA;24;39;1005.4;4;24
23.07.2009;Sydney;3.6;NA;NA;19;42;1014.5;4;16.4
24.07.2009;Sydney;0.6;NA;NA;9;51;1024.6;2;16.1
25.07.2009;Sydney;0;NA;NA;17;54;1022.1;1;15.5
26.07.2009;Sydney;0;NA;NA;9;68;1014.2;8;14.1
27.07.2009;Sydney;12.2;NA;NA;17;34;1015.4;1;18.8
28.07.2009;Sydney;0;NA;NA;20;38;1020.2;1;17.9
29.07.2009;Sydney;0;NA;NA;9;41;1022.3;5;18.7
30.07.2009;Sydney;0;NA;NA;15;39;1019.3;1;18.7
31.07.2009;Sydney;0;NA;NA;22;38;1017.9;2;18.4
01.08.2009;Sydney;0;NA;NA;11;33;1021.4;1;18.8
02.08.2009;Sydney;0;NA;NA;13;46;1022.7;1;17.3
03.08.2009;Sydney;0;NA;NA;22;29;1019.6;6;19.9
04.08.2009;Sydney;0;NA;NA;13;33;1017.4;3;18.2
05.08.2009;Sydney;0;NA;NA;15;40;1020.4;1;17.5
06.08.2009;Sydney;0;NA;NA;15;55;1019.2;3;17.6
07.08.2009;Sydney;0;NA;NA;24;21;1009.4;4;23.2
08.08.2009;Sydney;0;NA;NA;17;41;1020.8;1;15.9
09.08.2009;Sydney;0;NA;NA;15;55;1017.9;4;16
10.08.2009;Sydney;0;NA;NA;15;59;1017;8;15.7
11.08.2009;Sydney;0;NA;NA;13;64;1012.5;6;16.3
12.08.2009;Sydney;4.2;NA;NA;11;32;1009.4;4;19.6
13.08.2009;Sydney;0;NA;NA;19;35;1011.7;1;20.5
14.08.2009;Sydney;0;NA;NA;17;62;1016.5;1;17.9
15.08.2009;Sydney;0;NA;NA;9;35;1016.2;0;22.1
16.08.2009;Sydney;0;NA;NA;19;27;1009;2;25.2
17.08.2009;Sydney;0;NA;NA;13;20;1013.7;1;22.7
18.08.2009;Sydney;0;NA;NA;15;45;1026.3;1;17
19.08.2009;Sydney;0;NA;NA;20;50;1023.2;1;17.5
20.08.2009;Sydney;0;NA;NA;13;58;1014.2;2;19
21.08.2009;Sydney;0;NA;NA;20;33;1002.1;6;25
22.08.2009;Sydney;0;NA;NA;17;47;1009.9;2;17.9
23.08.2009;Sydney;0;NA;NA;17;51;1007.8;2;22.3
24.08.2009;Sydney;0;NA;NA;19;59;1005.9;8;18.9
25.08.2009;Sydney;1.6;NA;NA;22;26;1006.8;1;19.5
26.08.2009;Sydney;0;NA;NA;24;20;1010.8;0;21.3
27.08.2009;Sydney;0;NA;NA;17;37;1013.5;0;20.4
28.08.2009;Sydney;0;NA;NA;17;21;1013.1;1;22
29.08.2009;Sydney;0;NA;NA;15;59;998.9;4;20.4
30.08.2009;Sydney;0.2;NA;NA;30;23;1010.6;1;18.8
31.08.2009;Sydney;0;NA;NA;13;30;1014;1;21.4
01.09.2009;Sydney;0;NA;NA;19;36;1019.6;1;19.2
02.09.2009;Sydney;0;NA;NA;19;58;1021.8;1;17.7
03.09.2009;Sydney;0;NA;NA;11;84;1018.9;8;16.3
04.09.2009;Sydney;6;NA;NA;13;43;1010;5;25
05.09.2009;Sydney;0;NA;NA;17;35;1015.1;1;19.8
06.09.2009;Sydney;0;NA;NA;26;58;1014;1;17.7
07.09.2009;Sydney;0;NA;NA;28;57;1000.8;6;19.1
08.09.2009;Sydney;5.4;NA;NA;11;56;1007.6;6;17
09.09.2009;Sydney;0.2;NA;NA;26;35;1008.8;3;20.4
10.09.2009;Sydney;0;NA;NA;24;38;1013.9;1;19.8
11.09.2009;Sydney;0;NA;NA;20;47;1019.4;1;18.4
12.09.2009;Sydney;0;NA;NA;9;27;1019.1;0;25.5
13.09.2009;Sydney;0;NA;NA;13;17;1015.5;0;31.9
14.09.2009;Sydney;0;NA;NA;20;60;1021.3;6;18.4
15.09.2009;Sydney;0;NA;NA;17;66;1016.4;6;19.7
16.09.2009;Sydney;0;NA;NA;11;79;1019.7;7;19.5
17.09.2009;Sydney;0;NA;NA;31;25;1010.1;6;31.2
18.09.2009;Sydney;0;NA;NA;30;51;1018.4;1;21.2
19.09.2009;Sydney;0;NA;NA;20;63;1013;3;19.4
20.09.2009;Sydney;0;NA;NA;15;30;1010.9;6;23.7
21.09.2009;Sydney;0;NA;NA;17;67;1012;8;19.3
22.09.2009;Sydney;0;NA;NA;31;34;998.3;1;30.9
23.09.2009;Sydney;4.4;NA;NA;37;36;997.8;3;20.9
24.09.2009;Sydney;0;NA;NA;17;26;1009.6;1;24
25.09.2009;Sydney;0;NA;NA;24;33;1007;0;22.4
26.09.2009;Sydney;0;NA;NA;33;19;1004.5;3;18.4
27.09.2009;Sydney;0;NA;NA;35;23;1004.1;3;16.9
28.09.2009;Sydney;0;NA;NA;9;31;1005.6;3;19.7
29.09.2009;Sydney;0;NA;NA;19;45;1011.8;2;18.8
30.09.2009;Sydney;0;NA;NA;20;34;1012.6;3;22
01.10.2009;Sydney;0;NA;NA;NA;10;1007.7;1;32.8
02.10.2009;Sydney;0;NA;NA;15;68;1010;8;19.4
03.10.2009;Sydney;12.6;NA;NA;19;89;1014.1;8;14.5
04.10.2009;Sydney;38.2;NA;NA;19;61;1019.8;7;16.6
05.10.2009;Sydney;3.4;NA;NA;11;65;1017.1;7;18.4
06.10.2009;Sydney;6.6;NA;NA;17;64;1016.7;4;18
07.10.2009;Sydney;7;NA;NA;22;29;1011.3;5;18.5
08.10.2009;Sydney;2.2;NA;NA;39;48;1019.9;5;16.9
09.10.2009;Sydney;0;NA;NA;17;76;1026;6;13.9
10.10.2009;Sydney;24.4;NA;NA;19;59;1027.3;7;17.6
11.10.2009;Sydney;2.2;NA;NA;11;57;1019.8;7;19.2
12.10.2009;Sydney;0;NA;NA;6;63;1006.4;8;21.1
13.10.2009;Sydney;0;NA;NA;35;21;998.7;2;24
14.10.2009;Sydney;0;NA;NA;30;34;1000.7;5;17.8
15.10.2009;Sydney;0;NA;NA;24;28;1006.2;7;22
16.10.2009;Sydney;0;NA;NA;26;19;1011.8;2;20.5
17.10.2009;Sydney;0;NA;NA;20;43;1020.6;1;20.3
18.10.2009;Sydney;7;NA;NA;17;61;1025.3;3;18.5
19.10.2009;Sydney;1;NA;NA;19;57;1024.7;1;20.4
20.10.2009;Sydney;0;NA;NA;22;62;1018.7;0;22
21.10.2009;Sydney;0;NA;NA;19;28;1016.8;3;29.7
22.10.2009;Sydney;0;NA;NA;17;63;1022.6;7;20
23.10.2009;Sydney;0;NA;NA;22;70;1014.7;1;21.6
24.10.2009;Sydney;0;NA;NA;19;56;1016.3;1;20.9
25.10.2009;Sydney;0;NA;NA;7;94;1015.7;8;16.5
26.10.2009;Sydney;73.2;NA;NA;26;60;1025.3;8;16.6
27.10.2009;Sydney;1.4;NA;NA;13;56;1027.7;8;18.4
28.10.2009;Sydney;0.6;NA;NA;20;68;NA;2;21.1
29.10.2009;Sydney;0.2;NA;NA;13;66;1023.8;7;20.8
30.10.2009;Sydney;0;NA;NA;22;60;1020.6;1;22.8
31.10.2009;Sydney;0;NA;NA;30;65;1023.4;1;22.1
01.11.2009;Sydney;0;NA;NA;26;58;1019.9;1;23.4
02.11.2009;Sydney;0;NA;NA;19;68;1017.5;7;24.5
03.11.2009;Sydney;0;NA;NA;30;18;1006.6;6;36.3
04.11.2009;Sydney;0;NA;NA;17;76;1015.5;8;19.1
05.11.2009;Sydney;0;NA;NA;24;68;1021.9;7;19.1
06.11.2009;Sydney;1.4;NA;NA;NA;57;1027.1;7;20.8
07.11.2009;Sydney;4.2;NA;NA;NA;60;1030;6;22.5
08.11.2009;Sydney;0;NA;NA;15;89;1028.8;8;19.9
09.11.2009;Sydney;0.8;NA;NA;NA;61;1024;1;22.8
10.11.2009;Sydney;0;NA;NA;26;54;1020;0;23.2
11.11.2009;Sydney;0;NA;NA;19;64;1021.3;1;23.1
12.11.2009;Sydney;0;NA;NA;20;54;1013.4;6;26
13.11.2009;Sydney;4;NA;NA;26;60;1019.2;5;22.5
14.11.2009;Sydney;0.2;NA;NA;26;56;1011.4;2;23.4
15.11.2009;Sydney;0;NA;NA;20;63;1011.7;5;23.8
16.11.2009;Sydney;0;NA;NA;19;62;1002;7;26.6
17.11.2009;Sydney;1.4;NA;NA;28;59;1009.7;7;21
18.11.2009;Sydney;0;NA;NA;26;51;1010.3;2;23.2
19.11.2009;Sydney;0;NA;NA;13;63;1009.2;3;26
20.11.2009;Sydney;0;NA;NA;4;52;1005.7;8;29
21.11.2009;Sydney;0;NA;NA;13;45;1006.6;7;30.2
22.11.2009;Sydney;0;NA;NA;26;19;1001.5;7;39.8
23.11.2009;Sydney;0;NA;NA;30;68;1022.6;8;20.4
24.11.2009;Sydney;0;NA;NA;13;74;1024.3;8;20.6
25.11.2009;Sydney;0.2;NA;NA;30;74;1018.4;0;24
26.11.2009;Sydney;0;NA;NA;20;67;1011.2;1;24.8
27.11.2009;Sydney;1;NA;NA;24;41;1007.1;1;28.7
28.11.2009;Sydney;0;NA;NA;22;51;1000.2;6;28.2
29.11.2009;Sydney;0;NA;NA;28;20;998.7;5;29.3
30.11.2009;Sydney;0;NA;NA;33;61;1009.2;7;19.6
01.12.2009;Sydney;4.4;NA;NA;24;59;1017.4;5;19.4
02.12.2009;Sydney;10.2;NA;NA;22;44;1021.7;2;21.5
03.12.2009;Sydney;0;NA;NA;30;52;1017.9;1;22
04.12.2009;Sydney;0;NA;NA;30;61;1015.6;5;22.5
05.12.2009;Sydney;0;NA;NA;20;64;1012.6;6;22
06.12.2009;Sydney;0;NA;NA;30;58;1015;1;23.8
07.12.2009;Sydney;0;NA;NA;20;62;1007.4;2;27.3
08.12.2009;Sydney;0;NA;NA;26;70;1000.8;3;24.1
09.12.2009;Sydney;0.6;NA;NA;24;59;1010.2;5;22
10.12.2009;Sydney;0;NA;NA;20;70;1006;8;24.8
11.12.2009;Sydney;0;NA;NA;24;30;1013.1;1;25.1
12.12.2009;Sydney;0;NA;NA;28;55;1014;1;24.8
13.12.2009;Sydney;0;NA;NA;31;61;1015.2;1;25.9
14.12.2009;Sydney;0;NA;NA;19;69;1021.1;8;21.1
15.12.2009;Sydney;0;NA;NA;22;62;1020.3;7;23.6
16.12.2009;Sydney;0;NA;NA;28;70;1016.1;1;26
17.12.2009;Sydney;0;NA;NA;37;51;1008.5;5;29.8
18.12.2009;Sydney;5.4;NA;NA;20;83;1016.7;8;18.5
19.12.2009;Sydney;8;NA;NA;26;34;1013.9;0;27.4
20.12.2009;Sydney;0;NA;NA;11;59;1019.8;8;21.8
21.12.2009;Sydney;0;NA;NA;26;64;1012.6;6;23.3
22.12.2009;Sydney;0;NA;NA;19;53;1009.7;5;27.1
23.12.2009;Sydney;0;NA;NA;20;68;1012.4;4;26.2
24.12.2009;Sydney;0;NA;NA;37;69;1009.9;8;25.5
25.12.2009;Sydney;0;NA;NA;24;85;1011;8;20.7
26.12.2009;Sydney;12;NA;NA;20;85;1016.4;8;18.6
27.12.2009;Sydney;4.8;NA;NA;13;80;1016.1;8;22.3
28.12.2009;Sydney;16;NA;NA;22;83;1015.4;7;22.7
29.12.2009;Sydney;5.4;NA;NA;17;55;1021.2;1;25.9
30.12.2009;Sydney;0;NA;NA;20;57;1023.1;4;24.5
31.12.2009;Sydney;0;NA;NA;11;83;1017.2;8;23.3
01.01.2010;Sydney;0.4;NA;NA;NA;56;1010.4;7;29
02.01.2010;Sydney;0;NA;NA;NA;79;1005.7;7;24.9
03.01.2010;Sydney;8.6;NA;NA;NA;74;1016;8;20.8
04.01.2010;Sydney;1;NA;NA;19;58;1019.1;7;23.2
05.01.2010;Sydney;0.2;NA;NA;20;60;1014.6;2;25.7
06.01.2010;Sydney;0;NA;NA;17;71;1013.8;5;24.8
07.01.2010;Sydney;0;NA;NA;15;59;1017.4;8;23.4
08.01.2010;Sydney;0.4;NA;NA;24;59;1019.7;2;25.5
09.01.2010;Sydney;0;NA;NA;13;51;1014.6;3;30.6
10.01.2010;Sydney;0;NA;NA;20;56;1015.4;2;28.9
11.01.2010;Sydney;0;NA;NA;24;60;1016.1;3;25.8
12.01.2010;Sydney;0;NA;NA;26;65;1008.5;1;28.4
13.01.2010;Sydney;0.2;NA;NA;35;69;1011;6;25.4
14.01.2010;Sydney;13;NA;NA;17;75;1017.6;8;21
15.01.2010;Sydney;0.2;NA;NA;17;74;1017.2;7;24.4
16.01.2010;Sydney;0.2;NA;NA;22;63;1009.6;7;24.5
17.01.2010;Sydney;0;NA;NA;26;68;1003;7;25.6
18.01.2010;Sydney;0;NA;NA;28;14;1002.5;2;25.1
19.01.2010;Sydney;0;NA;NA;22;31;1007.4;1;22.9
20.01.2010;Sydney;0;NA;NA;24;34;1007.8;0;26.6
21.01.2010;Sydney;0;NA;NA;24;58;1008.4;2;27.4
22.01.2010;Sydney;0;NA;NA;15;64;1008.8;2;29.2
23.01.2010;Sydney;0;NA;NA;6;17;1005.4;5;39.9
24.01.2010;Sydney;6.2;NA;NA;11;66;1014.5;8;22.6
25.01.2010;Sydney;0.4;NA;NA;19;70;1011.8;7;25.7
26.01.2010;Sydney;0;NA;NA;19;69;1007.2;3;27.7
27.01.2010;Sydney;0;NA;NA;20;72;1013.6;8;25
28.01.2010;Sydney;0;NA;NA;17;81;1009.5;8;24.6
29.01.2010;Sydney;2.6;NA;NA;20;53;1010;1;29.6
30.01.2010;Sydney;2.6;NA;NA;13;66;1017.9;7;26.4
31.01.2010;Sydney;0;NA;NA;24;70;1014.6;7;26
01.02.2010;Sydney;0;NA;NA;24;66;1016.1;7;26.6
02.02.2010;Sydney;0.6;NA;NA;30;60;1016.4;7;25.9
03.02.2010;Sydney;23.4;NA;NA;26;66;1014.3;4;27.2
04.02.2010;Sydney;3.4;NA;NA;28;76;1011.3;7;26.1
05.02.2010;Sydney;4;NA;NA;19;88;1008.8;7;24.9
06.02.2010;Sydney;31.2;NA;NA;24;95;1016.2;8;22.2
07.02.2010;Sydney;77.4;NA;NA;15;86;1020.8;8;23.8
08.02.2010;Sydney;3.4;NA;NA;22;70;1021.9;7;26.3
09.02.2010;Sydney;0;NA;NA;24;65;1021.2;3;27.3
10.02.2010;Sydney;0.4;NA;NA;20;61;1017.6;2;27.3
11.02.2010;Sydney;0;NA;NA;26;60;1013.5;2;27.4
12.02.2010;Sydney;0;NA;NA;15;32;1005.5;7;37.4
13.02.2010;Sydney;70;NA;NA;11;80;1010.2;8;25.2
14.02.2010;Sydney;10;NA;NA;11;92;1004.5;8;23.9
15.02.2010;Sydney;15.2;NA;NA;17;67;1003.5;3;28.5
16.02.2010;Sydney;0.2;NA;NA;35;57;1013.6;7;25
17.02.2010;Sydney;0;NA;NA;20;56;1016;2;25.4
18.02.2010;Sydney;0;NA;NA;20;51;1023.4;5;24.9
19.02.2010;Sydney;0;NA;NA;13;51;1023.1;6;25
20.02.2010;Sydney;0;NA;NA;24;54;1018.4;2;26.1
21.02.2010;Sydney;0;NA;NA;15;59;1014.8;1;28.6
22.02.2010;Sydney;0;NA;NA;20;46;1011.7;3;32.5
23.02.2010;Sydney;0;NA;NA;28;60;1016.3;7;23.7
24.02.2010;Sydney;0;NA;NA;13;52;1021.4;7;23.8
25.02.2010;Sydney;0;NA;NA;22;46;1026.6;2;24.2
26.02.2010;Sydney;0;NA;NA;7;58;1024.4;7;24.6
27.02.2010;Sydney;0.2;NA;NA;19;60;1017.8;1;26.5
28.02.2010;Sydney;0;NA;NA;13;72;1014.3;8;25.8
01.03.2010;Sydney;4.2;NA;NA;17;84;1018.4;8;19.2
02.03.2010;Sydney;9;NA;NA;17;52;1018.2;7;21.8
03.03.2010;Sydney;0.2;NA;NA;19;53;1018.2;5;23.5
04.03.2010;Sydney;0;NA;NA;26;67;1013.7;5;24.7
05.03.2010;Sydney;0;NA;NA;15;83;1009.6;8;23.5
06.03.2010;Sydney;14;NA;NA;15;77;1010.8;3;25.1
07.03.2010;Sydney;0;NA;NA;33;68;1012;7;25.6
08.03.2010;Sydney;0;NA;NA;17;65;1009.6;7;27.4
09.03.2010;Sydney;0;NA;NA;22;35;1012.2;1;29.6
10.03.2010;Sydney;0.2;NA;NA;24;67;1022.5;8;20.4
11.03.2010;Sydney;0;NA;NA;24;49;1031.5;4;23.6
12.03.2010;Sydney;0.2;NA;NA;28;54;1034.8;4;22.5
13.03.2010;Sydney;0;NA;NA;19;52;1032.9;6;22.8
14.03.2010;Sydney;5.6;NA;NA;17;50;1027.8;5;23
15.03.2010;Sydney;0;NA;NA;15;57;1022.4;2;24.5
16.03.2010;Sydney;0;NA;NA;19;54;1022.7;1;25.1
17.03.2010;Sydney;0;NA;NA;19;54;1024.5;1;24.4
18.03.2010;Sydney;0;NA;NA;17;51;1023.7;4;25.3
19.03.2010;Sydney;0;NA;NA;17;60;1019.2;3;26.9
20.03.2010;Sydney;0;NA;NA;15;68;1019.5;1;26.5
21.03.2010;Sydney;0;NA;NA;19;56;1014.3;6;28
22.03.2010;Sydney;0;NA;NA;19;57;1018.7;5;24.1
23.03.2010;Sydney;0;NA;NA;22;60;1017.4;5;26.1
24.03.2010;Sydney;0;NA;NA;20;58;1020.8;5;25.3
25.03.2010;Sydney;0;NA;NA;20;61;1019.6;1;24.8
26.03.2010;Sydney;0;NA;NA;9;52;1015.4;2;29.5
27.03.2010;Sydney;0;NA;NA;19;66;1018.4;7;25.5
28.03.2010;Sydney;0;NA;NA;19;66;1014.9;7;26.2
29.03.2010;Sydney;0;NA;NA;11;56;1016.4;8;26.7
30.03.2010;Sydney;4;NA;NA;9;88;1018.4;8;21.2
